sleeper_id,adp_dd_ppr,pts_std,pts_ppr,pts_half_ppr,pos_adp_dd_ppr,idp_tkl_solo,idp_tkl_ast,idp_tkl,idp_sack,idp_ff,gp,rec_yd,rec_tgt,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,bonus_rec_te,xpmiss,xpm,xpa,fgmiss_50p,fgmiss_40_49,fgmiss_30_39,fgm_yds,fgm_50p,fgm_40_49,fgm_30_39,fgm_20_29,fgm,fga,rush_yd,rush_td,rush_fd,rush_att,fum_lost,bonus_rec_rb,idp_int,idp_fum_rec,idp_tkl_loss,bonus_rec_wr,yds_allow_300_349,yds_allow,tkl_loss,safe,sack,pts_allow_14_20,pts_allow,pr_yd,pass_int_td,int,fum_rec,ff,def_td,def_pr_yd,def_kr_yd,def_fum_td,blk_kick,rush_40p,fum,rush_2pt,yds_allow_200_299,st_td,pr_td,def_pr_td,rec_td_40p,rec_2pt,idp_pass_def,idp_int_ret_yd,pass_yd,pass_td_40p,pass_td,pass_sack,pass_int,pass_inc,pass_fd,pass_cmp_40p,pass_cmp,pass_att,pass_2pt,cmp_pct,idp_sack_yd,idp_qb_hit,pr,yds_allow_350_399,pts_allow_21_27,fgm_0_19,def_kr_td,pts_allow_28_34,week,yds_allow_400_449,yahoo_id,yahoo_name,player_id,name,status,position_type,eligible_positions,selected_position,team_id,team_name,shape,scale
PHI,999.0,6.17,6.17,6.17,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,307.9,4.05,0.05,2.12,,22.0,9.77,0.09,0.67,0.48,0.72,0.14,40.91,31.13,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,13,,100021,Philadelphia,100021,Philadelphia,,DT,['DEF'],BN,3,Tailgate szn,4.235294117647060,1.8888888888888900
PHI,999.0,6.09,6.09,6.09,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,320.63,3.96,0.05,2.06,,23.25,9.56,0.1,0.66,0.46,0.7,0.15,40.02,30.46,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,100021,Philadelphia,100021,Philadelphia,,DT,['DEF'],BN,3,Tailgate szn,4.235294117647060,1.8888888888888900
3199,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,29281,Michael Thomas,29281,Michael Thomas,IR,O,"['WR', 'W/R/T', 'IR']",IR,3,Tailgate szn,8.045435861120270,0.9708748221906120
3199,57.0,6.99,11.69,9.34,26.0,,,,,,1.0,51.94,6.8,0.32,5.19,0.94,0.47,0.47,0.94,1.41,0.94,4.69,,,,,,,,,,,,,,,,,,,0.06,,,,,4.69,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,29281,Michael Thomas,29281,Michael Thomas,IR,O,"['WR', 'W/R/T', 'IR']",IR,3,Tailgate szn,8.045435861120270,0.9708748221906120
3199,59.0,7.34,12.27,9.8,28.0,,,,,,1.0,54.52,6.8,0.34,5.45,0.99,0.49,0.49,0.99,1.48,0.99,4.93,,,,,,,,,,,,,,,,,,,0.07,,,,,4.93,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,29281,Michael Thomas,29281,Michael Thomas,IR,O,"['WR', 'W/R/T', 'IR']",IR,3,Tailgate szn,8.045435861120270,0.9708748221906120
8150,27.0,11.11,14.72,12.91,11.0,,,,,,1.0,25.6,4.5,0.15,2.56,0.72,0.36,0.36,0.72,1.08,0.72,3.6,,,,,,,,,,,,,,,58.53,0.3,5.85,13.9,,3.6,,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,12,,34120,Kyren Williams,34120,Kyren Williams,IR-R,O,"['RB', 'W/R/T', 'IR']",IR,3,Tailgate szn,4.140012956034240,4.210936902485660
8150,23.0,10.93,14.26,12.59,11.0,,,,,,1.0,23.61,4.5,0.14,2.36,0.66,0.33,0.33,0.66,1.0,0.66,3.32,,,,,,,,,,,,,,,53.98,0.39,5.4,13.9,,3.32,,,,,,,,,,,,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,13,,34120,Kyren Williams,34120,Kyren Williams,IR-R,O,"['RB', 'W/R/T', 'IR']",IR,3,Tailgate szn,4.140012956034240,4.210936902485660
8150,35.0,11.14,14.52,12.83,12.0,,,,,,1.0,24.05,4.5,0.14,2.4,0.68,0.34,0.34,0.68,1.02,0.68,3.39,,,,,,,,,,,,,,,54.99,0.4,5.5,13.9,,3.39,,,,,,,,,,,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,14,,34120,Kyren Williams,34120,Kyren Williams,IR-R,O,"['RB', 'W/R/T', 'IR']",IR,3,Tailgate szn,4.140012956034240,4.210936902485660
4046,15.0,24.64,24.64,24.64,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.73,0.19,2.17,4.1,0.18,,,,,,,,,,,,,,0.06,,,,,,,,,,0.55,,,,,,,,,,289.94,0.31,2.1,1.79,0.74,10.48,28.99,0.62,23.92,34.4,0.12,69.52,,,,,,,,,12,,30123,Patrick Mahomes,30123,Patrick Mahomes,,O,['QB'],QB,4,Joey sux I hate Joey,7.627596612513210,2.5874467414313400
4046,11.0,24.63,24.63,24.63,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,0.18,2.11,4.1,0.18,,,,,,,,,,,,,,0.06,,,,,,,,,,0.54,,,,,,,,,,281.5,0.3,2.21,1.74,0.72,11.18,28.15,0.6,23.22,34.4,0.12,67.5,,,,,,,,,13,,30123,Patrick Mahomes,30123,Patrick Mahomes,,O,['QB'],QB,4,Joey sux I hate Joey,7.627596612513210,2.5874467414313400
4046,13.0,24.73,24.73,24.73,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.19,0.18,2.12,4.1,0.18,,,,,,,,,,,,,,0.06,,,,,,,,,,0.54,,,,,,,,,,282.71,0.3,2.22,1.74,0.72,11.08,28.27,0.6,23.32,34.4,0.12,67.79,,,,,,,,,14,,30123,Patrick Mahomes,30123,Patrick Mahomes,,O,['QB'],QB,4,Joey sux I hate Joey,7.627596612513210,2.5874467414313400
5848,59.0,7.65,12.42,10.04,26.0,,,,,,1.0,57.85,7.6,0.31,5.79,0.95,0.48,0.48,0.95,1.43,0.95,4.77,,,,,,,,,,,,,,,1.25,,0.13,0.18,0.06,,,,,4.77,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31857,Marquise Brown,31857,Marquise Brown,Q,O,"['WR', 'W/R/T']",WR,4,Joey sux I hate Joey,3.3102756178616400,2.6748665297741300
5848,47.0,7.71,12.51,10.11,22.0,,,,,,1.0,58.18,8.3,0.32,5.82,0.96,0.48,0.48,0.96,1.44,0.96,4.8,,,,,,,,,,,,,,,1.26,,0.13,0.19,0.06,,,,,4.8,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31857,Marquise Brown,31857,Marquise Brown,Q,O,"['WR', 'W/R/T']",WR,4,Joey sux I hate Joey,3.3102756178616400,2.6748665297741300
5848,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31857,Marquise Brown,31857,Marquise Brown,Q,O,"['WR', 'W/R/T']",WR,4,Joey sux I hate Joey,3.3102756178616400,2.6748665297741300
4950,74.0,7.44,11.78,9.61,33.0,,,,,,1.0,54.04,6.3,0.34,5.4,0.87,0.43,0.43,0.87,1.3,0.87,4.35,,,,,,,,,,,,,,,1.13,,0.11,0.17,0.06,,,,,4.35,,,,,,,,1.8,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,0.32,,,,,,12,,31017,Christian Kirk,31017,Christian Kirk,,O,"['WR', 'W/R/T']",WR,4,Joey sux I hate Joey,5.280418496700480,2.0407473397673800
4950,59.0,7.31,11.58,9.45,27.0,,,,,,1.0,53.12,6.3,0.33,5.31,0.85,0.43,0.43,0.85,1.28,0.85,4.27,,,,,,,,,,,,,,,1.11,,0.11,0.17,0.06,,,,,4.27,,,,,,,,1.77,,,,,,,,,,,0.06,,,,,,0.06,,,,,,,,,,,,,,,,,,0.32,,,,,,13,,31017,Christian Kirk,31017,Christian Kirk,,O,"['WR', 'W/R/T']",WR,4,Joey sux I hate Joey,5.280418496700480,2.0407473397673800
4950,77.0,7.15,11.33,9.24,35.0,,,,,,1.0,51.97,6.3,0.33,5.2,0.84,0.42,0.42,0.84,1.25,0.84,4.18,,,,,,,,,,,,,,,1.09,,0.11,0.16,0.05,,,,,4.18,,,,,,,,1.73,,,,,,,,,,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,0.31,,,,,,14,,31017,Christian Kirk,31017,Christian Kirk,,O,"['WR', 'W/R/T']",WR,4,Joey sux I hate Joey,5.280418496700480,2.0407473397673800
7543,23.0,12.06,14.84,13.45,8.0,,,,,,1.0,21.65,3.5,0.08,2.16,0.56,0.28,0.28,0.56,0.83,0.56,2.78,,,,,,,,,,,,,,,67.0,0.48,6.7,15.4,0.13,2.78,,,,,,,,,,,,,,,,,,,,,,0.12,0.19,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33413,Travis Etienne Jr.,33413,Travis Etienne Jr.,,O,"['RB', 'W/R/T']",RB,4,Joey sux I hate Joey,2.8760055478502100,5.674537037037040
7543,18.0,12.21,14.94,13.57,8.0,,,,,,1.0,21.28,3.5,0.07,2.13,0.55,0.27,0.27,0.55,0.82,0.55,2.73,,,,,,,,,,,,,,,69.36,0.47,6.94,15.4,0.12,2.73,,,,,,,,,,,,,,,,,,,,,,0.12,0.18,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33413,Travis Etienne Jr.,33413,Travis Etienne Jr.,,O,"['RB', 'W/R/T']",RB,4,Joey sux I hate Joey,2.8760055478502100,5.674537037037040
7543,34.0,11.94,14.62,13.28,11.0,,,,,,1.0,20.82,3.5,0.07,2.08,0.53,0.27,0.27,0.53,0.8,0.53,2.67,,,,,,,,,,,,,,,67.86,0.46,6.79,15.4,0.12,2.67,,,,,,,,,,,,,,,,,,,,,,0.12,0.18,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33413,Travis Etienne Jr.,33413,Travis Etienne Jr.,,O,"['RB', 'W/R/T']",RB,4,Joey sux I hate Joey,2.8760055478502100,5.674537037037040
5987,70.0,9.87,11.81,10.84,24.0,,,,,,1.0,14.67,2.5,0.06,1.47,0.39,0.19,0.19,0.39,0.58,0.39,1.94,,,,,,,,,,,,,,,58.0,0.4,5.8,15.5,0.07,1.94,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31934,Alexander Mattison,31934,Alexander Mattison,,O,"['RB', 'W/R/T']",RB,4,Joey sux I hate Joey,3.6686952561575100,2.4036288659793800
5987,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31934,Alexander Mattison,31934,Alexander Mattison,,O,"['RB', 'W/R/T']",RB,4,Joey sux I hate Joey,3.6686952561575100,2.4036288659793800
5987,62.0,10.91,12.82,11.86,21.0,,,,,,1.0,14.41,2.5,0.06,1.44,0.38,0.19,0.19,0.38,0.57,0.38,1.91,,,,,,,,,,,,,,,63.22,0.49,6.32,15.5,0.07,1.91,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31934,Alexander Mattison,31934,Alexander Mattison,,O,"['RB', 'W/R/T']",RB,4,Joey sux I hate Joey,3.6686952561575100,2.4036288659793800
1466,2.0,10.77,17.03,13.9,1.0,,,,,,1.0,75.36,8.6,0.54,7.54,1.25,0.63,0.63,1.25,1.88,1.25,6.26,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,12,,26686,Travis Kelce,26686,Travis Kelce,,O,"['TE', 'W/R/T']",TE,4,Joey sux I hate Joey,3.226094379245160,4.274174053182920
1466,3.0,10.45,16.54,13.5,1.0,,,,,,1.0,73.16,8.6,0.52,7.32,1.22,0.61,0.61,1.22,1.82,1.22,6.08,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,13,,26686,Travis Kelce,26686,Travis Kelce,,O,"['TE', 'W/R/T']",TE,4,Joey sux I hate Joey,3.226094379245160,4.274174053182920
1466,6.0,10.5,16.61,13.55,1.0,,,,,,1.0,73.48,8.6,0.53,7.35,1.22,0.61,0.61,1.22,1.83,1.22,6.11,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,14,,26686,Travis Kelce,26686,Travis Kelce,,O,"['TE', 'W/R/T']",TE,4,Joey sux I hate Joey,3.226094379245160,4.274174053182920
5045,110.0,6.7,9.66,8.18,48.0,,,,,,1.0,44.0,5.4,0.4,4.4,0.59,0.3,0.3,0.59,0.89,0.59,2.96,,,,,,,,,,,,,,,,,,,0.05,,,,,2.96,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,31010,Courtland Sutton,31010,Courtland Sutton,,O,"['WR', 'W/R/T']",W/R/T,4,Joey sux I hate Joey,7.493526058631920,1.526651126651130
5045,91.0,6.04,9.24,7.64,42.0,,,,,,1.0,45.23,5.4,0.27,4.52,0.64,0.32,0.32,0.64,0.96,0.64,3.2,,,,,,,,,,,,,,,,,,,0.05,,,,,3.2,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,31010,Courtland Sutton,31010,Courtland Sutton,,O,"['WR', 'W/R/T']",W/R/T,4,Joey sux I hate Joey,7.493526058631920,1.526651126651130
5045,114.0,5.86,8.96,7.41,54.0,,,,,,1.0,43.85,5.4,0.26,4.38,0.62,0.31,0.31,0.62,0.93,0.62,3.1,,,,,,,,,,,,,,,,,,,0.05,,,,,3.1,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,31010,Courtland Sutton,31010,Courtland Sutton,,O,"['WR', 'W/R/T']",W/R/T,4,Joey sux I hate Joey,7.493526058631920,1.526651126651130
8151,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,33996,Kenneth Walker III,33996,Kenneth Walker III,O,O,"['RB', 'W/R/T', 'IR']",BN,4,Joey sux I hate Joey,2.423483841156540,5.327041914106200
8151,28.0,12.27,13.56,12.91,14.0,,,,,,1.0,9.79,1.8,0.05,0.98,0.26,0.13,0.13,0.26,0.39,0.26,1.29,,,,,,,,,,,,,,,76.09,0.56,7.61,18.0,0.07,1.29,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,33996,Kenneth Walker III,33996,Kenneth Walker III,O,O,"['RB', 'W/R/T', 'IR']",BN,4,Joey sux I hate Joey,2.423483841156540,5.327041914106200
8151,41.0,12.67,14.01,13.34,15.0,,,,,,1.0,10.11,1.8,0.05,1.01,0.27,0.13,0.13,0.27,0.4,0.27,1.33,,,,,,,,,,,,,,,78.58,0.58,7.86,18.0,0.07,1.33,,,,,,,,,,,,,,,,,,,,,,0.15,0.14,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33996,Kenneth Walker III,33996,Kenneth Walker III,O,O,"['RB', 'W/R/T', 'IR']",BN,4,Joey sux I hate Joey,2.423483841156540,5.327041914106200
9758,77.0,20.01,20.01,20.01,9.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,0.11,0.83,2.4,0.26,,,,,,,,,,,,,,,,,,,,,0.07,,,0.6,,,,,,,,,,262.44,0.14,1.75,2.99,0.7,13.79,26.24,0.43,23.21,37.0,0.07,62.73,,,,,,,,,12,,40030,C.J. Stroud,40030,C.J. Stroud,,O,['QB'],BN,4,Joey sux I hate Joey,5.057277762432680,3.8850941006152700
9758,56.0,20.56,20.56,20.56,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,0.11,0.86,2.4,0.26,,,,,,,,,,,,,,,,,,,,,0.07,,,0.59,,,,,,,,,,269.64,0.14,1.68,2.94,0.98,14.2,26.96,0.42,22.8,37.0,0.07,61.63,,,,,,,,,13,,40030,C.J. Stroud,40030,C.J. Stroud,,O,['QB'],BN,4,Joey sux I hate Joey,5.057277762432680,3.8850941006152700
9758,82.0,19.28,19.28,19.28,11.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,0.1,0.8,2.4,0.25,,,,,,,,,,,,,,,,,,,,,0.06,,,0.56,,,,,,,,,,252.83,0.13,1.57,2.75,0.92,15.62,25.28,0.39,21.38,37.0,0.07,57.79,,,,,,,,,14,,40030,C.J. Stroud,40030,C.J. Stroud,,O,['QB'],BN,4,Joey sux I hate Joey,5.057277762432680,3.8850941006152700
8121,94.0,6.59,10.24,8.42,41.0,,,,,,1.0,46.4,5.8,0.32,4.64,0.73,0.37,0.37,0.73,1.1,0.73,3.65,,,,,,,,,,,,,,,0.33,,0.03,0.06,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,34088,Romeo Doubs,34088,Romeo Doubs,,O,"['WR', 'W/R/T']",BN,4,Joey sux I hate Joey,3.6313606353459,2.770311464546060
8121,106.0,5.31,8.62,6.97,48.0,,,,,,1.0,38.62,5.5,0.24,3.86,0.66,0.33,0.33,0.66,0.99,0.66,3.31,,,,,,,,,,,,,,,0.3,,0.03,0.06,,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,34088,Romeo Doubs,34088,Romeo Doubs,,O,"['WR', 'W/R/T']",BN,4,Joey sux I hate Joey,3.6313606353459,2.770311464546060
8121,111.0,5.75,9.34,7.54,53.0,,,,,,1.0,41.82,5.5,0.26,4.18,0.72,0.36,0.36,0.72,1.08,0.72,3.59,,,,,,,,,,,,,,,0.32,,0.03,0.06,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,34088,Romeo Doubs,34088,Romeo Doubs,,O,"['WR', 'W/R/T']",BN,4,Joey sux I hate Joey,3.6313606353459,2.770311464546060
8119,111.0,6.35,9.64,7.99,49.0,,,,,,1.0,46.49,6.1,0.3,4.65,0.66,0.33,0.33,0.66,0.99,0.66,3.29,,,,,,,,,,,,,,,,,,,0.05,,,,,3.29,,,,,,,,3.46,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,12,,33971,Jahan Dotson,33971,Jahan Dotson,,O,"['WR', 'W/R/T']",BN,4,Joey sux I hate Joey,2.3722113670035900,3.7845606435643600
8119,83.0,6.56,9.96,8.26,36.0,,,,,,1.0,48.07,6.1,0.31,4.81,0.68,0.34,0.34,0.68,1.02,0.68,3.4,,,,,,,,,,,,,,,,,,,0.05,,,,,3.4,,,,,,,,3.58,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,13,,33971,Jahan Dotson,33971,Jahan Dotson,,O,"['WR', 'W/R/T']",BN,4,Joey sux I hate Joey,2.3722113670035900,3.7845606435643600
8119,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,33971,Jahan Dotson,33971,Jahan Dotson,,O,"['WR', 'W/R/T']",BN,4,Joey sux I hate Joey,2.3722113670035900,3.7845606435643600
11199,230.0,2.58,4.11,3.35,55.0,,,,,,1.0,11.5,2.1,,1.15,0.31,0.15,0.15,0.31,0.46,0.31,1.53,,,,,,,,,,,,,,,9.65,0.08,0.97,2.3,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,40430,Emari Demercado,40430,Emari Demercado,Q,O,"['RB', 'W/R/T']",BN,4,Joey sux I hate Joey,1.3872460016997600,3.902902374670190
11199,188.0,2.44,3.89,3.16,44.0,,,,,,1.0,10.88,2.1,,1.09,0.29,0.15,0.15,0.29,0.44,0.29,1.45,,,,,,,,,,,,,,,9.13,0.07,0.91,2.3,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,40430,Emari Demercado,40430,Emari Demercado,Q,O,"['RB', 'W/R/T']",BN,4,Joey sux I hate Joey,1.3872460016997600,3.902902374670190
11199,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,40430,Emari Demercado,40430,Emari Demercado,Q,O,"['RB', 'W/R/T']",BN,4,Joey sux I hate Joey,1.3872460016997600,3.902902374670190
MIN,999.0,7.33,7.33,7.33,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,343.18,5.02,0.07,2.66,1.0,20.0,12.19,0.07,0.84,0.6,0.66,0.14,70.46,58.27,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,100016,Minnesota,100016,Minnesota,,DT,['DEF'],DEF,4,Joey sux I hate Joey,1.5190482739650700,5.625531914893620
MIN,999.0,6.58,6.58,6.58,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.64,4.54,0.07,2.33,,23.5,11.01,0.07,0.74,0.53,0.6,0.14,63.68,52.67,0.07,0.07,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,100016,Minnesota,100016,Minnesota,,DT,['DEF'],DEF,4,Joey sux I hate Joey,1.5190482739650700,5.625531914893620
6794,5.0,12.09,18.92,15.51,3.0,,,,,,1.0,89.0,10.2,0.5,8.9,1.37,0.68,0.68,1.37,2.05,1.37,6.83,,,,,,,,,,,,,,,1.94,,0.19,0.35,0.06,,,,,6.83,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,12,,32692,Justin Jefferson,32692,Justin Jefferson,IR-R,O,"['WR', 'W/R/T', 'IR']",IR,4,Joey sux I hate Joey,5.051484395209760,3.6068605927552100
6794,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,32692,Justin Jefferson,32692,Justin Jefferson,IR-R,O,"['WR', 'W/R/T', 'IR']",IR,4,Joey sux I hate Joey,5.051484395209760,3.6068605927552100
6794,1.0,13.35,20.06,16.7,1.0,,,,,,1.0,96.84,10.2,0.58,9.68,1.34,0.67,0.67,1.34,2.01,1.34,6.71,,,,,,,,,,,,,,,1.91,,0.19,0.35,0.06,,,,,6.71,,,,,,,,,,,,,,,,,,,0.06,,,,,,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,14,,32692,Justin Jefferson,32692,Justin Jefferson,IR-R,O,"['WR', 'W/R/T', 'IR']",IR,4,Joey sux I hate Joey,5.051484395209760,3.6068605927552100
3294,30.0,22.98,22.98,22.98,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.69,0.16,1.37,3.0,0.2,,,,,,,,,,,,,,0.07,,,,,,,,,,0.61,,,,,,,,,,281.39,0.21,2.0,2.44,0.83,8.06,28.14,0.63,26.04,34.1,0.07,76.37,,,,,,,,,12,,29369,Dak Prescott,29369,Dak Prescott,,O,['QB'],QB,5,Cleveland Downs,3.8078461019016800,5.259141116548490
3294,72.0,19.72,19.72,19.72,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.64,0.13,1.16,2.7,0.17,,,,,,,,,,,,,,0.06,,,,,,,,,,0.52,,,,,,,,,,241.8,0.18,1.72,2.08,0.71,8.88,24.18,0.53,22.12,31.0,0.06,71.34,,,,,,,,,13,,29369,Dak Prescott,29369,Dak Prescott,,O,['QB'],QB,5,Cleveland Downs,3.8078461019016800,5.259141116548490
3294,89.0,18.74,18.74,18.74,12.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,0.13,1.11,2.7,0.16,,,,,,,,,,,,,,0.06,,,,,,,,,,0.49,,,,,,,,,,229.78,0.17,1.63,1.97,0.68,9.98,22.98,0.51,21.02,31.0,0.06,67.8,,,,,,,,,14,,29369,Dak Prescott,29369,Dak Prescott,,O,['QB'],QB,5,Cleveland Downs,3.8078461019016800,5.259141116548490
2374,66.0,7.94,12.04,9.99,30.0,,,,,,1.0,56.06,6.7,0.4,5.61,0.82,0.41,0.41,0.82,1.23,0.82,4.1,,,,,,,,,,,,,,,0.52,,0.05,0.06,0.06,,,,,4.1,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,28457,Tyler Lockett,28457,Tyler Lockett,,O,"['WR', 'W/R/T']",WR,5,Cleveland Downs,2.3744716821639900,4.464150943396230
2374,62.0,7.39,11.21,9.3,29.0,,,,,,1.0,52.26,6.1,0.37,5.23,0.76,0.38,0.38,0.76,1.14,0.76,3.82,,,,,,,,,,,,,,,0.48,,0.05,0.05,0.05,,,,,3.82,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,28457,Tyler Lockett,28457,Tyler Lockett,,O,"['WR', 'W/R/T']",WR,5,Cleveland Downs,2.3744716821639900,4.464150943396230
2374,68.0,7.64,11.58,9.61,31.0,,,,,,1.0,53.98,6.1,0.38,5.4,0.79,0.39,0.39,0.79,1.18,0.79,3.94,,,,,,,,,,,,,,,0.49,,0.05,0.05,0.05,,,,,3.94,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,28457,Tyler Lockett,28457,Tyler Lockett,,O,"['WR', 'W/R/T']",WR,5,Cleveland Downs,2.3744716821639900,4.464150943396230
6801,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,32703,Tee Higgins,32703,Tee Higgins,O,O,"['WR', 'W/R/T', 'IR']",WR,5,Cleveland Downs,1.1984210934580100,8.107890222984560
