player_id,adp_dd_ppr,pts_std,pts_ppr,pts_half_ppr,pos_adp_dd_ppr,idp_tkl_solo,idp_tkl_ast,idp_tkl,idp_sack,idp_ff,gp,rush_yd,rush_fd,rush_att,rec_yd,rec_tgt,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,bonus_rec_wr,bonus_rec_te,xpmiss,xpm,xpa,fgmiss_50p,fgmiss_40_49,fgmiss_30_39,fgm_yds,fgm_50p,fgm_40_49,fgm_30_39,fgm_20_29,fgm,fga,rush_td,fum_lost,bonus_rec_rb,idp_int,idp_fum_rec,idp_tkl_loss,yds_allow_300_349,yds_allow,tkl_loss,safe,sack,pts_allow_14_20,pts_allow,pr_yd,pass_int_td,int,fum_rec,ff,def_td,def_pr_yd,def_kr_yd,def_fum_td,blk_kick,rush_40p,fum,rush_2pt,yds_allow_200_299,st_td,pr_td,def_pr_td,rec_td_40p,rec_2pt,idp_pass_def,idp_int_ret_yd,pass_yd,pass_td_40p,pass_td,pass_sack,pass_int,pass_inc,pass_fd,pass_cmp_40p,pass_cmp,pass_att,pass_2pt,cmp_pct,idp_sack_yd,idp_qb_hit,pr,yds_allow_350_399,pts_allow_21_27,fgm_0_19,def_kr_td,pts_allow_28_34,Week,yds_allow_400_449,sleeper_id,yahoo_id,yahoo_name
6744,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6744,30715.0,Greg Ward
6744,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6744,30715.0,Greg Ward
6744,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6744,30715.0,Greg Ward
4234,110.0,6.49,9.53,8.01,50.0,,,,,,1.0,0.87,0.09,0.29,40.0,4.9,0.4,4.0,0.61,0.3,0.3,0.61,0.91,0.61,3.04,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4234,30352.0,Noah Brown
4234,110.0,5.28,8.25,6.77,49.0,,,,,,1.0,0.85,0.08,0.28,34.97,4.9,0.28,3.5,0.59,0.3,0.3,0.59,0.89,0.59,2.97,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,4234,30352.0,Noah Brown
4234,136.0,4.97,7.77,6.37,59.0,,,,,,1.0,0.8,0.08,0.27,32.94,4.9,0.27,3.29,0.56,0.28,0.28,0.56,0.84,0.56,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4234,30352.0,Noah Brown
2251,90.0,4.77,8.07,6.42,12.0,,,,,,1.0,,,,32.49,5.5,0.25,3.25,0.66,0.33,0.33,0.66,0.99,0.66,3.3,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,2251,27648.0,Logan Thomas
2251,74.0,4.93,8.35,6.64,10.0,,,,,,1.0,,,,33.59,5.5,0.26,3.36,0.68,0.34,0.34,0.68,1.02,0.68,3.41,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,2251,27648.0,Logan Thomas
2251,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2251,27648.0,Logan Thomas
8058,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8058,,
8058,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8058,,
8058,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8058,,
3242,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,3242,29307.0,Kenyan Drake
3242,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,3242,29307.0,Kenyan Drake
3242,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,3242,29307.0,Kenyan Drake
7922,999.0,8.93,8.93,8.93,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.14,2.57,2.71,0.13,0.19,0.06,74.71,0.25,0.56,0.56,0.44,1.82,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,7922,33781.0,Riley Patterson
7922,999.0,8.63,8.63,8.63,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.12,2.48,2.6,0.12,0.18,0.06,72.15,0.24,0.54,0.54,0.42,1.75,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,7922,33781.0,Riley Patterson
7922,999.0,8.52,8.52,8.52,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.12,2.44,2.56,0.12,0.18,0.06,71.22,0.24,0.54,0.54,0.42,1.73,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,7922,33781.0,Riley Patterson
10216,338.0,1.03,1.24,1.14,78.0,,,,,,1.0,4.74,0.47,1.2,1.59,0.3,0.01,0.16,0.04,0.02,0.02,0.04,0.06,0.04,0.21,,,,,,,,,,,,,,,,0.06,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,10216,,
10216,317.0,0.18,0.25,0.22,83.0,,,,,,1.0,0.81,0.08,0.2,0.54,0.1,,0.05,0.01,0.01,0.01,0.01,0.02,0.01,0.07,,,,,,,,,,,,,,,,0.01,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,10216,,
10216,381.0,0.19,0.26,0.22,99.0,,,,,,1.0,0.83,0.08,0.2,0.56,0.1,,0.06,0.01,0.01,0.01,0.01,0.02,0.01,0.07,,,,,,,,,,,,,,,,0.01,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,10216,,
6233,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6233,32551.0,Matt Sokol
6233,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6233,32551.0,Matt Sokol
6233,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6233,32551.0,Matt Sokol
6865,195.0,1.78,3.01,2.39,39.0,,,,,,1.0,,,,12.36,2.0,0.09,1.24,0.25,0.12,0.12,0.25,0.37,0.25,1.23,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6865,32803.0,Colby Parkinson
6865,161.0,1.98,3.35,2.66,33.0,,,,,,1.0,,,,13.86,2.2,0.1,1.39,0.28,0.14,0.14,0.28,0.41,0.28,1.38,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6865,32803.0,Colby Parkinson
6865,187.0,2.04,3.46,2.75,39.0,,,,,,1.0,,,,14.32,2.2,0.1,1.43,0.28,0.14,0.14,0.28,0.43,0.28,1.42,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6865,32803.0,Colby Parkinson
2334,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,2334,,
2334,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,2334,,
2334,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2334,,
8188,358.0,0.31,0.48,0.39,154.0,,,,,,1.0,0.04,0.0,0.01,2.12,0.3,0.02,0.21,0.03,0.02,0.02,0.03,0.05,0.03,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8188,34005.0,Tyquan Thornton
8188,312.0,0.32,0.49,0.4,130.0,,,,,,1.0,0.04,0.0,0.01,2.17,0.3,0.02,0.22,0.03,0.02,0.02,0.03,0.05,0.03,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8188,34005.0,Tyquan Thornton
8188,335.0,0.34,0.51,0.42,148.0,,,,,,1.0,0.04,0.0,0.01,2.29,0.3,0.02,0.23,0.04,0.02,0.02,0.04,0.05,0.04,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8188,34005.0,Tyquan Thornton
MIN,999.0,7.33,7.33,7.33,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,343.18,5.02,0.07,2.66,1.0,20.0,12.19,0.07,0.84,0.6,0.66,0.14,70.46,58.27,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,MIN,100016.0,Minnesota
MIN,999.0,6.58,6.58,6.58,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.64,4.54,0.07,2.33,,23.5,11.01,0.07,0.74,0.53,0.6,0.14,63.68,52.67,0.07,0.07,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,MIN,100016.0,Minnesota
7741,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,7741,,
7741,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,7741,,
7741,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,7741,,
8757,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8757,34581.0,Rodney Williams
8757,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8757,34581.0,Rodney Williams
8757,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8757,34581.0,Rodney Williams
5000,288.0,2.22,2.91,2.56,63.0,,,,,,1.0,9.82,0.98,2.5,4.92,0.9,0.06,0.49,0.14,0.07,0.07,0.14,0.21,0.14,0.69,,,,,,,,,,,,,,,,0.06,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5000,31104.0,Chase Edmonds
5000,221.0,2.27,2.97,2.62,49.0,,,,,,1.0,10.04,1.0,2.5,5.03,0.9,0.06,0.5,0.14,0.07,0.07,0.14,0.21,0.14,0.7,,,,,,,,,,,,,,,,0.06,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,5000,31104.0,Chase Edmonds
5000,288.0,2.24,2.93,2.59,58.0,,,,,,1.0,9.91,0.99,2.5,4.97,0.9,0.06,0.5,0.14,0.07,0.07,0.14,0.21,0.14,0.69,,,,,,,,,,,,,,,,0.06,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,5000,31104.0,Chase Edmonds
7588,42.0,11.1,13.26,12.18,15.0,,,,,,1.0,71.0,7.1,17.1,15.7,2.9,0.1,1.57,0.43,0.22,0.22,0.43,0.65,0.43,2.16,,,,,,,,,,,,,,,,0.33,0.07,2.16,,,,,,,,,,,,,,,,,,,,,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,7588,33423.0,Javonte Williams
7588,15.0,12.83,15.15,13.99,5.0,,,,,,1.0,74.57,7.46,17.1,16.88,2.9,0.06,1.69,0.46,0.23,0.23,0.46,0.7,0.46,2.32,,,,,,,,,,,,,,,,0.58,0.08,2.32,,,,,,,,,,,,,,,,,,,,,0.08,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,7588,33423.0,Javonte Williams
7588,30.0,12.49,14.75,13.62,10.0,,,,,,1.0,72.6,7.26,17.1,16.44,2.9,0.06,1.64,0.45,0.23,0.23,0.45,0.68,0.45,2.26,,,,,,,,,,,,,,,,0.56,0.08,2.26,,,,,,,,,,,,,,,,,,,,,0.08,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,7588,33423.0,Javonte Williams
11415,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,11415,40680.0,Tanner Taula
11415,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,11415,40680.0,Tanner Taula
11415,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,11415,40680.0,Tanner Taula
4741,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4741,30891.0,Dan Arnold
4741,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,4741,30891.0,Dan Arnold
4741,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4741,30891.0,Dan Arnold
8840,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8840,34543.0,Cole Fotheringham
8840,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8840,34543.0,Cole Fotheringham
8840,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8840,34543.0,Cole Fotheringham
6828,107.0,8.31,9.97,9.14,31.0,,,,,,1.0,47.6,4.76,12.3,11.94,2.3,0.05,1.19,0.33,0.17,0.17,0.33,0.5,0.33,1.66,,,,,,,,,,,,,,,,0.34,0.05,1.66,,,,,,,,,,,,,,,,,,,,,0.06,0.11,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6828,32732.0,AJ Dillon
6828,148.0,5.03,5.95,5.49,36.0,,,,,,1.0,27.96,2.8,7.4,6.59,1.3,0.03,0.66,0.18,0.09,0.09,0.18,0.27,0.18,0.91,,,,,,,,,,,,,,,,0.23,0.03,0.91,,,,,,,,,,,,,,,,,,,,,0.03,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6828,32732.0,AJ Dillon
6828,182.0,5.45,6.44,5.94,40.0,,,,,,1.0,30.27,3.03,7.4,7.13,1.3,0.04,0.71,0.2,0.1,0.1,0.2,0.3,0.2,0.99,,,,,,,,,,,,,,,,0.25,0.04,0.99,,,,,,,,,,,,,,,,,,,,,0.04,0.07,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6828,32732.0,AJ Dillon
6813,20.0,12.26,15.23,13.75,5.0,,,,,,1.0,57.0,5.7,19.6,22.99,3.8,0.11,2.3,0.59,0.3,0.3,0.59,0.89,0.59,2.97,,,,,,,,,,,,,,,,0.63,0.18,2.97,,,,,,,,,,,,,,,,,,,,,0.18,0.28,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6813,32711.0,Jonathan Taylor
6813,7.0,14.56,17.33,15.94,3.0,,,,,,1.0,83.76,8.38,19.6,21.49,3.8,0.1,2.15,0.56,0.28,0.28,0.56,0.83,0.56,2.78,,,,,,,,,,,,,,,,0.6,0.18,2.78,,,,,,,,,,,,,,,,,,,,,0.17,0.26,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6813,32711.0,Jonathan Taylor
6813,14.0,14.15,16.85,15.5,4.0,,,,,,1.0,81.43,8.14,19.6,20.9,3.8,0.1,2.09,0.54,0.27,0.27,0.54,0.81,0.54,2.7,,,,,,,,,,,,,,,,0.58,0.17,2.7,,,,,,,,,,,,,,,,,,,,,0.17,0.26,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6813,32711.0,Jonathan Taylor
6806,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6806,32725.0,J.K. Dobbins
6806,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6806,32725.0,J.K. Dobbins
6806,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6806,32725.0,J.K. Dobbins
6427,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6427,32292.0,Ashton Dulin
6427,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6427,32292.0,Ashton Dulin
6427,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6427,32292.0,Ashton Dulin
8038,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8038,33801.0,Nick Guggemos
8038,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8038,33801.0,Nick Guggemos
8038,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,8038,33801.0,Nick Guggemos
7135,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,7135,32884.0,Freddie Swain
7135,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,7135,32884.0,Freddie Swain
7135,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,7135,32884.0,Freddie Swain
2325,264.0,2.05,3.09,2.57,104.0,,,,,,1.0,0.8,0.08,0.09,14.86,1.8,0.08,1.49,0.21,0.1,0.1,0.21,0.31,0.21,1.04,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,2325,28408.0,Nelson Agholor
2325,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,2325,28408.0,Nelson Agholor
2325,240.0,2.15,3.2,2.68,98.0,,,,,,1.0,0.82,0.08,0.09,15.17,1.8,0.09,1.52,0.21,0.11,0.11,0.21,0.32,0.21,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2325,28408.0,Nelson Agholor
7716,242.0,0.77,1.25,1.01,61.0,,,,,,1.0,,,,4.79,0.8,0.05,0.48,0.1,0.05,0.05,0.1,0.15,0.1,0.48,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,7716,33512.0,John Bates
7716,204.0,0.8,1.3,1.05,50.0,,,,,,1.0,,,,4.96,0.8,0.05,0.5,0.1,0.05,0.05,0.1,0.15,0.1,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,7716,33512.0,John Bates
7716,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,7716,33512.0,John Bates
KC,999.0,7.97,7.97,7.97,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.49,5.72,0.07,2.68,1.0,17.25,17.31,0.07,0.92,0.56,0.79,0.14,69.15,51.85,0.07,0.07,,,,1.0,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,12,,KC,100012.0,Kansas City
KC,999.0,7.59,7.59,7.59,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.89,5.31,0.07,2.58,1.0,17.25,16.07,0.07,0.88,0.53,0.73,0.13,64.22,48.15,0.07,0.07,,,,1.0,0.07,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,13,,KC,100012.0,Kansas City
KC,999.0,6.44,6.44,6.44,999.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,336.97,4.56,0.06,2.16,,21.0,13.79,0.06,0.74,0.46,0.63,0.11,55.11,41.32,0.06,0.06,,,,,0.06,0.06,0.06,,,,,,,,,,,,,,,,,,,,,1.0,,,,14,,KC,100012.0,Kansas City
6814,232.0,2.58,3.94,3.26,95.0,,,,,,1.0,3.69,0.37,0.68,13.92,2.3,0.14,1.39,0.27,0.14,0.14,0.27,0.41,0.27,1.36,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6814,32712.0,Laviska Shenault Jr.
6814,194.0,2.59,3.96,3.28,80.0,,,,,,1.0,3.7,0.37,0.69,13.99,2.3,0.14,1.4,0.27,0.14,0.14,0.27,0.41,0.27,1.37,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6814,32712.0,Laviska Shenault Jr.
6814,211.0,2.83,4.33,3.58,89.0,,,,,,1.0,4.05,0.4,0.75,15.3,2.3,0.15,1.53,0.3,0.15,0.15,0.3,0.45,0.3,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6814,32712.0,Laviska Shenault Jr.
8155,65.0,10.5,12.33,11.41,23.0,,,,,,1.0,62.09,6.21,15.1,13.82,2.6,0.05,1.38,0.36,0.18,0.18,0.36,0.55,0.36,1.82,,,,,,,,,,,,,,,,0.48,0.13,1.82,,,,,,,,,,,,,,,,,,,,,0.07,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,8155,33991.0,Breece Hall
8155,31.0,11.33,13.3,12.31,16.0,,,,,,1.0,66.97,6.7,15.1,14.9,2.6,0.05,1.49,0.39,0.2,0.2,0.39,0.59,0.39,1.97,,,,,,,,,,,,,,,,0.52,0.14,1.97,,,,,,,,,,,,,,,,,,,,,0.07,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,8155,33991.0,Breece Hall
